#,Date,Bitcoin,BTC,Blockchain,Cryptocurrency,Iota
14778,6/11/2017 17:59,72,68,48,85,82
14779,6/11/2017 18:59,76,78,46,86,70
14780,6/11/2017 19:59,80,84,46,89,77
14781,6/11/2017 20:59,76,83,48,85,64
14782,6/11/2017 21:59,74,82,50,72,63
14783,6/11/2017 22:59,72,77,55,69,73
14784,6/11/2017 23:59,74,76,60,64,66
14785,7/11/2017 0:59,73,77,59,64,77
14786,7/11/2017 1:59,74,73,58,63,72
14787,7/11/2017 2:59,70,70,54,61,77
14788,7/11/2017 3:59,66,63,51,60,72
14789,7/11/2017 4:59,67,62,53,61,79
14790,7/11/2017 5:59,65,58,56,64,82
14791,7/11/2017 6:59,65,58,56,64,91
14792,7/11/2017 7:59,66,58,58,64,73
14793,7/11/2017 8:59,65,53,53,63,82
14794,7/11/2017 9:59,66,52,54,63,72
14795,7/11/2017 10:59,66,49,58,64,76
14796,7/11/2017 11:59,70,49,100,66,82
14797,7/11/2017 12:59,72,51,54,67,86
14798,7/11/2017 13:59,69,50,48,66,81
14799,7/11/2017 14:59,65,50,43,70,83
14800,7/11/2017 15:59,64,53,42,69,79
14801,7/11/2017 16:59,62,57,37,68,68
14802,7/11/2017 17:59,60,56,37,75,71
14803,7/11/2017 18:59,60,61,39,71,80
14804,7/11/2017 19:59,60,65,39,73,67
14805,7/11/2017 20:59,58,67,41,69,61
14806,7/11/2017 21:59,56,63,42,66,58
14807,7/11/2017 22:59,56,63,45,62,67
14808,7/11/2017 23:59,54,57,42,56,53
14809,8/11/2017 0:59,52,53,44,53,58
14810,8/11/2017 1:59,51,53,42,55,64
14811,8/11/2017 2:59,50,50,41,52,61
14812,8/11/2017 3:59,49,50,40,56,64
14813,8/11/2017 4:59,49,46,38,49,66
14814,8/11/2017 5:59,51,47,39,54,68
14815,8/11/2017 6:59,50,46,42,55,64
14816,8/11/2017 7:59,51,46,39,52,67
14817,8/11/2017 8:59,51,44,38,52,66
14818,8/11/2017 9:59,51,42,39,51,60
14819,8/11/2017 10:59,51,41,38,51,71
14820,8/11/2017 11:59,57,45,38,55,72
14821,8/11/2017 12:59,57,45,39,58,73
14822,8/11/2017 13:59,57,43,38,59,73
14823,8/11/2017 14:59,58,46,35,63,81
14824,8/11/2017 15:59,55,45,32,62,72
14825,8/11/2017 16:59,54,48,31,65,74
14826,8/11/2017 17:59,54,51,33,68,70
14827,8/11/2017 18:59,54,54,33,63,71
14828,8/11/2017 19:59,55,60,34,66,60
14829,8/11/2017 20:59,56,63,43,69,62
14830,8/11/2017 21:59,57,66,39,65,63
14831,8/11/2017 22:59,54,59,41,59,68
14832,8/11/2017 23:59,53,56,41,57,69
14833,9/11/2017 0:59,51,54,40,55,70
14834,9/11/2017 1:59,50,52,40,51,74
14835,9/11/2017 2:59,51,53,41,50,65
14836,9/11/2017 3:59,52,53,39,52,76
14837,9/11/2017 4:59,53,50,38,51,69
14838,9/11/2017 5:59,52,50,38,50,74
14839,9/11/2017 6:59,53,49,38,56,64
14840,9/11/2017 7:59,52,46,38,54,76
14841,9/11/2017 8:59,52,44,40,55,65
14842,9/11/2017 9:59,53,44,39,57,69
14843,9/11/2017 10:59,60,44,40,54,82
14844,9/11/2017 11:59,56,44,41,55,91
14845,9/11/2017 12:59,58,43,40,58,86
14846,9/11/2017 13:59,58,45,40,61,82
14847,9/11/2017 14:59,56,47,38,61,84
14848,9/11/2017 15:59,54,50,36,64,81
14849,9/11/2017 16:59,53,51,39,63,82
14850,9/11/2017 17:59,55,55,40,67,76
14851,9/11/2017 18:59,58,61,39,72,76
14852,9/11/2017 19:59,63,68,44,71,68
14853,9/11/2017 20:59,59,69,47,69,71
14854,9/11/2017 21:59,57,67,51,62,75
14855,9/11/2017 22:59,55,65,55,60,66
14856,9/11/2017 23:59,54,62,57,58,72
14857,10/11/2017 0:59,54,60,61,54,62
14858,10/11/2017 1:59,53,57,59,50,71
14859,10/11/2017 2:59,54,53,56,52,67
14860,10/11/2017 3:59,53,53,53,51,76
14861,10/11/2017 4:59,52,52,53,53,74
14862,10/11/2017 5:59,53,52,55,53,74
14863,10/11/2017 6:59,55,50,58,53,82
14864,10/11/2017 7:59,55,50,53,55,82
14865,10/11/2017 8:59,60,51,50,57,80
14866,10/11/2017 9:59,62,49,50,63,79
14867,10/11/2017 10:59,69,52,52,66,91
14868,10/11/2017 11:59,63,48,54,70,91
14869,10/11/2017 12:59,62,48,55,70,97
14870,10/11/2017 13:59,61,47,52,68,100
14871,10/11/2017 14:59,63,51,47,69,88
14872,10/11/2017 15:59,58,53,42,72,71
14873,10/11/2017 16:59,42,43,69,70,42
14874,10/11/2017 17:59,41,45,72,67,42
14875,10/11/2017 18:59,44,46,72,71,43
14876,10/11/2017 19:59,42,50,72,74,43
14877,10/11/2017 20:59,42,54,77,73,45
14878,10/11/2017 21:59,43,54,78,74,44
14879,10/11/2017 22:59,41,54,90,68,44
14880,10/11/2017 23:59,39,50,89,62,42
14881,11/11/2017 0:59,38,48,97,57,46
14882,11/11/2017 1:59,37,46,99,54,46
14883,11/11/2017 2:59,37,42,94,53,44
14884,11/11/2017 3:59,37,42,90,51,46
14885,11/11/2017 4:59,36,40,90,50,44
14886,11/11/2017 5:59,36,39,92,52,45
14887,11/11/2017 6:59,36,39,94,54,44
14888,11/11/2017 7:59,37,38,96,55,44
14889,11/11/2017 8:59,37,36,92,53,45
14890,11/11/2017 9:49,37,35,89,59,46
14891,11/11/2017 10:59,38,35,88,57,48
14892,11/11/2017 11:59,38,33,87,59,52
14893,11/11/2017 12:59,40,35,89,66,55
14894,11/11/2017 13:59,40,35,92,66,55
14895,11/11/2017 14:59,40,35,88,67,58
14896,11/11/2017 15:59,39,36,79,67,50
14897,11/11/2017 16:59,38,38,71,70,47
14898,11/11/2017 17:59,37,42,69,66,48
14899,11/11/2017 18:59,39,45,76,73,51
14900,11/11/2017 19:59,40,48,80,77,47
14901,11/11/2017 20:59,40,51,77,80,45
14902,11/11/2017 21:59,41,52,77,75,48
14903,11/11/2017 22:59,41,53,83,66,52
14904,11/11/2017 23:59,38,49,87,60,57
14905,12/11/2017 0:59,38,44,94,58,61
14906,12/11/2017 1:59,36,44,96,56,60
14907,12/11/2017 2:59,36,42,96,51,54
14908,12/11/2017 3:59,36,42,89,53,44
14909,12/11/2017 4:59,37,42,87,54,47
14910,12/11/2017 5:59,36,40,90,53,50
14911,12/11/2017 6:59,37,39,95,58,52
14912,12/11/2017 7:59,38,39,98,58,62
14913,12/11/2017 8:59,37,38,91,60,84
14914,12/11/2017 9:59,53,55,84,66,78
14915,12/11/2017 10:59,61,63,88,80,85
14916,12/11/2017 11:59,55,54,90,78,83
14917,12/11/2017 12:59,55,52,93,80,87
14918,12/11/2017 13:59,53,49,98,84,91
14919,12/11/2017 14:59,52,48,87,84,86
14920,12/11/2017 15:59,49,48,78,82,77
14921,12/11/2017 16:59,46,48,75,82,74
14922,12/11/2017 17:59,43,48,71,82,59
14923,12/11/2017 18:59,43,50,77,80,63
14924,12/11/2017 19:59,44,50,74,86,66
14925,12/11/2017 20:59,44,55,80,85,66
14926,12/11/2017 21:59,44,55,83,84,71
14927,12/11/2017 22:59,43,56,86,77,92
14928,12/11/2017 23:59,41,51,92,72,98
14929,13-11-17 0:59,41,49,99,67,89
14930,13-11-17 1:59,39,47,98,64,84
14931,13-11-17 2:59,37,45,93,59,100
14932,13-11-17 3:59,39,44,88,59,99
14933,13-11-17 4:59,38,44,86,57,80
14934,13-11-17 5:59,37,40,85,58,80
14935,13-11-17 6:59,38,41,93,67,76
14936,13-11-17 7:59,37,42,85,61,92
14937,13-11-17 8:59,37,39,85,64,87
14938,13-11-17 9:59,39,38,80,66,85
14939,13-11-17 10:59,38,36,88,64,83
14940,13-11-17 11:59,38,35,82,66,90
14941,13-11-17 12:59,40,34,81,69,98
14942,13-11-17 13:59,42,36,86,74,100
14943,13-11-17 14:59,42,37,81,73,97
14944,13-11-17 15:59,41,38,73,71,78
14945,13-11-17 16:59,39,38,73,74,74
14946,13-11-17 17:59,38,42,72,73,61
14947,13-11-17 18:59,38,42,72,80,59
14948,13-11-17 19:59,39,45,74,75,64
14949,13-11-17 20:59,39,46,76,79,61
14950,13-11-17 21:59,40,49,73,76,63
14951,13-11-17 22:59,39,47,82,74,68
14952,13-11-17 23:59,37,47,84,62,65
14953,14-11-17 0:59,36,43,88,59,66
14954,14-11-17 1:59,37,44,89,57,71
14955,14-11-17 2:59,37,42,90,53,61
14956,14-11-17 3:59,44,47,77,52,60
14957,14-11-17 4:59,48,48,77,58,60
14958,14-11-17 5:59,51,50,80,59,59
14959,14-11-17 6:59,48,47,81,61,62
14960,14-11-17 7:59,48,46,82,60,60
14961,14-11-17 8:59,45,43,79,59,60
14962,14-11-17 9:59,48,44,73,61,61
14963,14-11-17 10:59,64,52,75,73,60
14964,14-11-17 11:59,65,52,74,71,65
14965,14-11-17 12:59,66,52,77,71,62
14966,14-11-17 13:59,63,51,75,70,64
14967,14-11-17 14:59,56,48,66,65,67
14968,14-11-17 15:59,55,48,67,69,65
14969,14-11-17 16:59,53,47,59,69,62
14970,14-11-17 17:59,48,47,57,70,58
14971,14-11-17 18:59,47,49,57,70,54
14972,14-11-17 19:59,48,50,57,73,52
14973,14-11-17 20:59,47,53,64,70,47
14974,14-11-17 21:59,45,56,57,68,43
14975,14-11-17 22:59,45,54,65,63,46
14976,14-11-17 23:59,43,51,61,61,49
14977,15-11-17 0:59,41,49,64,54,49
14978,15-11-17 1:59,39,45,64,52,55
14979,15-11-17 2:59,38,43,61,49,55
14980,15-11-17 3:59,41,46,61,50,48
14981,15-11-17 4:59,50,51,62,51,54
14982,15-11-17 5:59,55,55,60,55,52
14983,15-11-17 6:59,46,48,62,54,60
14984,15-11-17 7:59,48,47,61,56,55
14985,15-11-17 8:59,45,45,62,57,57
14986,15-11-17 9:59,45,43,62,56,64
14987,15-11-17 10:59,49,43,57,57,68
14988,15-11-17 11:59,49,43,64,63,71
14989,15-11-17 12:59,49,43,64,62,64
14990,15-11-17 13:59,48,41,65,61,69
14991,15-11-17 14:59,49,41,63,64,72
14992,15-11-17 15:59,50,43,63,67,90
14993,15-11-17 16:59,49,44,56,67,91
14994,15-11-17 17:59,49,47,56,70,72
14995,15-11-17 18:59,55,53,57,74,67
14996,15-11-17 19:59,65,64,60,78,57
14997,15-11-17 20:59,68,72,65,84,60
14998,15-11-17 21:59,89,89,71,93,50
14999,15-11-17 22:59,100,100,79,100,55
15000,15-11-17 23:59,85,94,73,90,57
15001,16-11-17 0:59,72,79,74,77,59
15002,16-11-17 1:59,65,68,75,68,62
15003,16-11-17 2:59,57,62,74,65,60
15004,16-11-17 3:59,52,58,69,59,64
15005,16-11-17 4:59,49,52,67,56,55
15006,16-11-17 5:59,51,52,67,60,56
15007,16-11-17 6:59,49,47,71,62,59
15008,16-11-17 7:59,50,48,65,62,68
15009,16-11-17 8:59,49,46,65,61,72
15010,16-11-17 9:59,50,45,67,64,65
15011,16-11-17 10:59,51,43,66,62,71
15012,16-11-17 11:59,52,43,71,60,72
15013,16-11-17 12:59,52,45,75,66,74
15014,16-11-17 13:59,61,51,72,72,83
15015,16-11-17 14:59,67,56,76,81,80
15016,16-11-17 15:59,66,59,71,85,78
15017,16-11-17 16:59,57,55,70,85,66
15018,16-11-17 17:59,55,55,67,83,62
15019,16-11-17 18:59,56,58,68,82,63
15020,16-11-17 19:59,57,62,72,87,77
15021,16-11-17 20:59,59,67,79,88,75
15022,16-11-17 21:59,60,69,80,82,74
15023,16-11-17 22:59,58,68,89,77,83
15024,16-11-17 23:59,55,62,96,68,77
15025,17-11-17 0:59,53,59,95,64,80
15026,17-11-17 1:59,51,56,100,66,81
15027,17-11-17 2:59,50,53,92,59,74
15028,17-11-17 3:59,51,53,89,60,71
15029,17-11-17 4:59,52,52,83,58,68
15030,17-11-17 5:59,52,53,87,58,67
15031,17-11-17 6:59,49,49,86,60,65
15032,17-11-17 7:59,50,48,89,59,66
15033,17-11-17 8:59,48,46,82,63,67
15034,17-11-17 9:59,48,44,83,63,65
15035,17-11-17 10:59,50,43,83,61,71
15036,17-11-17 11:59,49,43,84,68,77
15037,17-11-17 12:59,49,40,81,66,83
15038,17-11-17 13:59,50,43,82,68,84
15039,17-11-17 14:59,51,43,85,76,87
15040,17-11-17 15:59,49,45,73,70,82
15041,17-11-17 16:59,47,44,70,73,75
15042,17-11-17 17:59,67,66,57,73,37
15043,17-11-17 18:59,67,70,59,74,35
15044,17-11-17 19:59,65,71,60,75,32
15045,17-11-17 20:59,68,77,62,79,27
15046,17-11-17 21:59,67,83,63,82,30
15047,17-11-17 22:59,67,82,67,80,35
15048,17-11-17 23:59,66,83,69,72,34
15049,18-11-17 0:59,62,78,78,67,29
15050,18-11-17 1:59,60,74,78,62,32
15051,18-11-17 2:59,57,69,77,60,31
15052,18-11-17 3:59,55,66,79,59,34
15053,18-11-17 4:59,57,64,69,56,29
15054,18-11-17 5:59,56,63,69,54,29
15055,18-11-17 6:59,54,59,68,56,29
15056,18-11-17 7:59,54,57,74,56,32
15057,18-11-17 8:59,54,57,70,56,31
15058,18-11-17 9:59,54,53,69,57,30
15059,18-11-17 10:59,53,53,65,56,34
15060,18-11-17 11:59,54,52,67,57,31
15061,18-11-17 12:59,54,51,66,61,35
15062,18-11-17 13:59,56,52,64,63,35
15063,18-11-17 14:59,58,54,68,67,39
15064,18-11-17 15:59,60,56,64,72,39
15065,18-11-17 16:59,57,56,63,74,35
15066,18-11-17 17:59,55,59,58,69,33
15067,18-11-17 18:59,57,62,64,74,37
15068,18-11-17 19:59,59,69,66,74,34
15069,18-11-17 20:59,60,73,62,79,35
15070,18-11-17 21:59,60,76,62,81,32
15071,18-11-17 22:59,60,78,67,75,34
15072,18-11-17 23:59,58,77,69,73,36
15073,19-11-17 0:59,57,76,70,66,35
15074,19-11-17 1:59,58,73,78,58,38
15075,19-11-17 2:59,55,69,80,63,38
15076,19-11-17 3:59,53,67,72,56,48
15077,19-11-17 4:59,56,70,69,55,52
15078,19-11-17 5:59,59,71,70,55,43
15079,19-11-17 6:59,57,69,71,54,42
15080,19-11-17 7:59,58,66,71,57,40
15081,19-11-17 8:59,58,64,70,59,43
15082,19-11-17 9:59,59,63,71,58,42
15083,19-11-17 10:59,58,59,67,62,53
15084,19-11-17 11:59,59,56,66,63,59
15085,19-11-17 12:59,60,55,66,63,63
15086,19-11-17 13:59,62,60,67,64,73
15087,19-11-17 14:59,64,61,66,67,82
15088,19-11-17 15:59,65,61,67,71,84
15089,19-11-17 16:59,60,63,63,71,80
15090,19-11-17 17:59,58,61,61,68,76
15091,19-11-17 18:59,56,64,57,71,56
15092,19-11-17 19:59,56,66,56,72,55
15093,19-11-17 20:59,57,69,58,77,47
15094,19-11-17 21:59,59,73,61,76,51
15095,19-11-17 22:59,60,76,61,73,61
15096,19-11-17 23:59,59,76,70,71,57
15097,20-11-17 0:59,56,74,70,63,58
15098,20-11-17 1:59,58,72,76,59,61
15099,20-11-17 2:59,57,72,73,54,55
15100,20-11-17 3:59,59,72,72,57,56
15101,20-11-17 4:59,55,66,67,52,53
15102,20-11-17 5:59,54,61,66,51,50
15103,20-11-17 6:59,53,59,68,56,60
15104,20-11-17 7:59,53,60,73,60,51
15105,20-11-17 8:59,55,61,72,60,52
15106,20-11-17 9:59,55,56,71,58,54
15107,20-11-17 10:59,58,62,63,61,72
15108,20-11-17 11:59,69,68,65,64,78
15109,20-11-17 12:59,69,67,69,65,73
15110,20-11-17 13:59,67,65,67,68,87
15111,20-11-17 14:59,75,73,74,71,94
15112,20-11-17 15:59,82,86,67,77,81
15113,20-11-17 16:59,78,81,60,84,71
15114,20-11-17 17:59,80,85,59,82,57
15115,20-11-17 18:59,100,91,58,81,53
15116,20-11-17 19:59,85,90,59,80,49
15117,20-11-17 20:59,88,97,61,86,49
15118,20-11-17 21:59,89,100,65,86,49
15119,20-11-17 22:59,83,98,62,81,48
15120,20-11-17 23:59,76,97,64,71,57
15121,21-11-17 0:59,71,90,71,65,53
15122,21-11-17 1:59,65,82,72,58,53
15123,21-11-17 2:59,61,79,76,58,55
15124,21-11-17 3:59,61,73,74,56,52
15125,21-11-17 4:59,63,72,69,51,51
15126,21-11-17 5:59,64,70,71,54,51
15127,21-11-17 6:59,63,68,66,54,52
15128,21-11-17 7:59,62,66,65,57,49
15129,21-11-17 8:59,64,68,63,58,50
15130,21-11-17 9:59,64,66,62,56,49
15131,21-11-17 10:59,62,63,57,58,48
15132,21-11-17 11:59,63,61,57,61,46
15133,21-11-17 12:59,62,58,58,62,49
15134,21-11-17 13:59,67,60,59,70,51
15135,21-11-17 14:59,71,60,58,76,55
15136,21-11-17 15:59,71,63,58,75,53
15137,21-11-17 16:59,70,65,52,84,48
15138,21-11-17 17:59,70,64,48,82,43
15139,21-11-17 18:59,68,66,46,76,37
15140,21-11-17 19:59,72,70,45,77,40
15141,21-11-17 20:59,68,71,47,80,35
15142,21-11-17 21:59,64,73,47,79,33
15143,21-11-17 22:59,63,79,47,71,33
15144,21-11-17 23:59,60,77,48,74,36
15145,22-11-17 0:59,57,75,49,65,41
15146,22-11-17 1:59,54,70,44,57,44
15147,22-11-17 2:59,51,65,48,58,44
15148,22-11-17 3:59,48,65,47,55,43
15149,22-11-17 4:59,48,62,49,53,40
15150,22-11-17 5:59,47,60,48,53,39
15151,22-11-17 6:59,47,56,48,53,40
15152,22-11-17 7:58,47,56,46,55,36
15153,22-11-17 8:59,46,54,45,59,35
15154,22-11-17 9:59,46,51,42,56,34
15155,22-11-17 10:59,46,51,41,54,37
15156,22-11-17 11:59,47,49,44,57,38
15157,22-11-17 12:59,47,46,42,56,39
15158,22-11-17 13:59,48,45,42,59,40
15159,22-11-17 14:59,52,48,45,63,43
15160,22-11-17 15:59,53,51,44,71,48
15161,22-11-17 16:59,54,52,44,71,47
15162,22-11-17 17:59,52,53,44,73,41
15163,22-11-17 18:59,51,55,41,71,35
15164,22-11-17 19:59,51,55,37,70,37
15165,22-11-17 20:59,52,62,43,66,38
15166,22-11-17 21:59,53,67,40,75,35
15167,22-11-17 22:59,52,68,43,77,34
15168,22-11-17 23:59,51,68,46,73,37
15169,23-11-17 0:59,48,69,45,66,38
15170,23-11-17 1:59,48,61,55,64,42
15171,23-11-17 2:59,46,61,48,57,42
15172,23-11-17 3:59,45,59,45,57,41
15173,23-11-17 4:59,43,56,46,54,44
15174,23-11-17 5:59,43,52,47,54,46
15175,23-11-17 6:59,44,53,45,54,45
15176,23-11-17 7:59,44,51,43,54,47
15177,23-11-17 8:59,43,49,45,58,46
15178,23-11-17 9:59,45,49,44,58,46
15179,23-11-17 10:59,48,52,46,61,45
15180,23-11-17 11:59,58,63,47,63,50
15181,23-11-17 12:59,55,57,47,62,54
15182,23-11-17 13:59,60,62,52,67,57
15183,23-11-17 14:59,61,61,50,66,57
15184,23-11-17 15:59,61,62,50,74,58
15185,23-11-17 16:59,63,63,50,74,55
15186,23-11-17 17:59,60,66,54,80,45
15187,23-11-17 18:59,61,69,52,80,44
15188,23-11-17 19:59,61,70,53,86,39
15189,23-11-17 20:59,62,75,56,85,35
15190,23-11-17 21:59,61,82,58,88,46
15191,23-11-17 22:59,62,83,61,84,57
15192,23-11-17 23:59,59,81,64,78,60
15193,24-11-17 0:59,58,80,65,72,69
15194,24-11-17 1:59,57,76,75,66,64
15195,24-11-17 2:59,56,73,75,66,63
15196,24-11-17 3:59,55,70,73,66,67
15197,24-11-17 4:59,56,69,69,61,70
15198,24-11-17 5:59,60,70,68,62,69
15199,24-11-17 6:59,62,70,69,58,62
15200,24-11-17 7:59,65,74,100,63,64
15201,24-11-17 8:59,67,72,75,65,63
15202,24-11-17 9:59,68,71,72,70,61
15203,24-11-17 10:59,69,68,67,72,66
15204,24-11-17 11:59,69,66,65,75,68
15205,24-11-17 12:59,70,64,67,74,78
15206,24-11-17 13:59,72,66,73,82,90
15207,24-11-17 14:59,76,70,81,88,100
15208,24-11-17 15:59,79,79,88,100,95
15209,24-11-17 16:59,80,78,85,97,79
15210,24-11-17 17:59,74,74,74,91,62
15211,24-11-17 18:59,60,54,72,62,48
15212,24-11-17 19:59,57,55,70,60,46
15213,24-11-17 20:59,60,57,75,61,40
15214,24-11-17 21:59,69,67,76,72,38
15215,24-11-17 22:59,69,73,77,77,43
15216,24-11-17 23:58,64,71,76,69,43
15217,25-11-17 0:59,59,66,79,59,47
15218,25-11-17 1:59,55,63,77,52,45
15219,25-11-17 2:59,53,59,78,47,45
15220,25-11-17 3:59,51,57,82,46,47
15221,25-11-17 4:59,51,53,76,44,41
15222,25-11-17 5:58,51,51,73,43,40
15223,25-11-17 6:59,51,50,73,43,41
15224,25-11-17 7:59,50,49,75,43,39
15225,25-11-17 8:59,51,50,78,44,40
15226,25-11-17 9:59,54,50,79,44,42
15227,25-11-17 10:59,54,50,75,47,39
15228,25-11-17 11:59,52,47,71,47,41
15229,25-11-17 12:59,52,45,70,48,40
15230,25-11-17 13:59,55,44,71,49,44
15231,25-11-17 14:59,59,43,72,51,48
15232,25-11-17 15:59,55,43,74,51,49
15233,25-11-17 16:59,58,46,70,55,47
15234,25-11-17 17:59,57,48,65,57,45
15235,25-11-17 18:59,52,48,64,55,38
15236,25-11-17 19:59,52,48,63,54,33
15237,25-11-17 20:59,52,53,62,59,32
15238,25-11-17 21:59,51,53,61,59,30
15239,25-11-17 22:59,53,58,67,64,34
15240,25-11-17 23:59,52,58,69,58,36
15241,26-11-17 0:59,51,56,73,53,40
15242,26-11-17 1:59,48,56,73,50,42
15243,26-11-17 2:59,48,53,77,48,44
15244,26-11-17 3:59,46,53,79,46,43
15245,26-11-17 4:59,45,51,76,45,47
15246,26-11-17 5:59,45,48,68,42,42
15247,26-11-17 6:59,44,47,70,44,41
15248,26-11-17 7:59,44,46,71,39,36
15249,26-11-17 8:59,45,46,75,43,36
15250,26-11-17 9:59,45,43,73,45,34
15251,26-11-17 10:59,44,42,78,44,36
15252,26-11-17 11:59,44,39,68,42,34
15253,26-11-17 12:59,58,40,64,43,40
15254,26-11-17 13:59,48,39,67,44,39
15255,26-11-17 14:59,48,39,66,48,40
15256,26-11-17 15:59,49,41,78,49,43
15257,26-11-17 16:59,51,44,69,54,42
15258,26-11-17 17:59,49,45,67,55,41
15259,26-11-17 18:59,46,46,59,56,34
15260,26-11-17 19:59,45,47,57,51,29
15261,26-11-17 20:59,46,48,61,56,27
15262,26-11-17 21:59,48,52,63,59,25
15263,26-11-17 22:59,48,53,68,58,27
15264,26-11-17 23:59,48,57,65,55,29
15265,27-11-17 0:59,48,55,69,52,34
15266,27-11-17 1:59,47,53,74,50,36
15267,27-11-17 2:59,47,55,80,46,34
15268,27-11-17 3:59,44,50,77,46,35
15269,27-11-17 4:59,44,49,76,43,36
15270,27-11-17 5:59,44,47,70,43,36
15271,27-11-17 6:59,42,44,69,41,32
15272,27-11-17 7:59,40,42,66,41,30
15273,27-11-17 8:59,41,42,67,42,32
15274,27-11-17 9:59,42,42,67,46,33
15275,27-11-17 10:59,42,41,62,44,32
15276,27-11-17 11:59,42,39,58,45,31
15277,27-11-17 12:59,43,39,58,46,35
15278,27-11-17 13:59,44,38,58,47,38
15279,27-11-17 14:59,45,38,59,48,39
15280,27-11-17 15:59,46,39,56,53,41
15281,27-11-17 16:59,47,40,56,53,37
15282,27-11-17 17:59,49,43,58,56,37
15283,27-11-17 18:59,49,45,53,56,35
15284,27-11-17 19:59,52,50,56,53,31
15285,27-11-17 20:59,47,47,53,55,26
15286,27-11-17 21:59,47,51,58,59,28
15287,27-11-17 22:59,47,51,58,60,29
15288,27-11-17 23:59,47,54,58,55,45
15289,28-11-17 0:59,45,53,62,50,48
15290,28-11-17 1:59,43,51,63,46,49
15291,28-11-17 2:59,44,52,67,44,42
15292,28-11-17 3:59,41,50,71,41,40
15293,28-11-17 4:59,39,44,69,37,37
15294,28-11-17 5:59,39,45,60,37,40
15295,28-11-17 6:59,39,41,63,35,42
15296,28-11-17 7:59,39,42,64,40,36
15297,28-11-17 8:59,40,41,66,41,36
15298,28-11-17 9:59,41,42,67,44,34
15299,28-11-17 10:59,41,40,65,46,38
15300,28-11-17 11:59,40,38,62,47,38
15301,28-11-17 12:59,41,38,60,46,35
15302,28-11-17 13:59,42,38,57,46,34
15303,28-11-17 14:59,42,38,58,49,35
15304,28-11-17 15:59,43,38,57,51,36
15305,28-11-17 16:59,44,38,52,54,37
15306,28-11-17 17:59,45,40,51,57,34
15307,28-11-17 18:59,45,41,49,63,34
15308,28-11-17 19:59,44,43,46,63,29
15309,28-11-17 20:59,43,41,46,64,28
15310,28-11-17 21:59,44,45,48,64,25
15311,28-11-17 22:59,44,47,52,68,28
15312,28-11-17 23:59,44,50,53,65,27
15313,29-11-17 0:59,43,50,52,64,29
15314,29-11-17 1:59,42,51,52,55,27
15315,29-11-17 2:59,43,53,53,50,28
15316,29-11-17 3:59,42,49,49,46,31
15317,29-11-17 4:59,41,51,52,46,34
15318,29-11-17 5:59,39,47,50,43,32
15319,29-11-17 6:59,42,49,51,44,31
15320,29-11-17 7:59,45,51,53,48,31
15321,29-11-17 8:59,44,48,51,51,33
15322,29-11-17 9:59,44,45,48,52,32
15323,29-11-17 10:59,46,46,48,54,31
15324,29-11-17 11:59,47,48,50,55,31
15325,29-11-17 12:59,48,45,49,55,31
15326,29-11-17 13:59,48,41,48,52,32
15327,29-11-17 14:59,50,43,49,56,34
15328,29-11-17 15:56,52,44,51,61,35
15329,29-11-17 16:59,55,47,52,65,35
15330,29-11-17 17:59,54,48,49,65,36
15331,29-11-17 18:59,57,51,50,67,32
15332,29-11-17 19:59,57,54,47,67,30
15333,29-11-17 20:25,59,57,47,68,27
15334,29-11-17 21:59,60,60,48,72,27
15335,29-11-17 22:59,66,69,55,74,29
15336,29-11-17 23:59,80,88,55,81,27
15337,30-11-17 0:59,79,91,58,74,28
15338,30-11-17 1:59,73,89,56,68,31
15339,30-11-17 2:59,66,76,57,59,32
15340,30-11-17 3:59,60,67,59,55,31
15341,30-11-17 4:59,55,63,56,51,32
15342,30-11-17 5:59,54,62,57,48,31
15343,30-11-17 6:59,54,59,53,49,30
15344,30-11-17 7:59,55,58,55,48,28
15345,30-11-17 8:59,56,55,55,51,28
15346,30-11-17 9:59,58,55,56,52,30
15347,30-11-17 10:59,66,61,57,58,30
15348,30-11-17 11:59,74,66,60,61,31
15349,30-11-17 12:59,76,66,64,64,33
15350,30-11-17 13:59,77,64,59,63,33
15351,30-11-17 14:59,72,59,62,65,36
15352,30-11-17 15:59,73,61,65,70,37
15353,30-11-17 16:59,77,63,65,74,41
15354,30-11-17 17:59,77,66,63,80,36
15355,30-11-17 18:59,77,68,62,76,28
15356,30-11-17 19:59,88,83,61,81,27
15357,30-11-17 20:59,94,90,67,85,30
15358,30-11-17 21:59,91,91,74,92,30
15359,30-11-17 22:59,95,96,78,99,32
15360,30-11-17 23:59,94,98,80,100,31
15361,1/12/2017 0:59,92,100,78,90,31
15362,1/12/2017 1:59,93,98,87,82,35
15363,1/12/2017 2:59,94,97,94,75,39
15364,1/12/2017 3:59,90,91,93,70,41
15365,1/12/2017 4:59,85,83,88,67,46
15366,1/12/2017 5:59,85,78,84,68,57
15367,1/12/2017 6:59,86,77,81,65,57
15368,1/12/2017 7:59,86,75,84,66,52
15369,1/12/2017 8:59,91,75,86,70,52
15370,1/12/2017 9:59,91,73,90,72,54
15371,1/12/2017 10:59,91,70,90,72,55
15372,1/12/2017 11:59,90,68,85,76,53
15373,1/12/2017 12:59,93,66,86,78,54
15374,1/12/2017 13:59,93,64,92,80,58
15375,1/12/2017 14:59,94,64,95,83,65
15376,1/12/2017 15:59,100,67,100,85,89
